match_id,radiant_win,radiant_team,dire_team
8988824997,True,"71,26,8,25,3","86,54,9,14,129"
8988824972,True,"42,41,71,111,74","123,30,8,79,86"
8988824928,True,"90,111,28,0,57","99,43,64,20,6"
8988824921,True,"93,85,49,71,31","28,14,98,67,101"
8988824914,True,"128,1,84,45,68","96,6,101,74,102"
8988824899,True,"101,1,49,7,9","119,6,57,91,52"
8988824882,True,"6,128,84,68,19","44,85,22,97,86"
8988824879,True,"14,86,104,62,56","48,2,5,85,25"
8988824871,True,"19,15,37,25,61","83,109,58,14,28"
8988824849,True,"54,62,25,128,41","29,105,28,91,39"
8988824828,True,"14,62,18,25,7","36,103,9,2,6"
8988824776,False,"101,28,76,83,44","6,11,85,9,81"
8988824753,True,"25,54,71,101,75","63,34,60,108,22"
8988824708,True,"14,68,106,12,38","17,27,60,123,109"
8988824701,False,"73,11,26,20,60","104,31,53,25,1"
8988824667,False,"43,111,31,16,4","5,89,95,35,7"
8988824665,True,"86,114,56,93,103","81,89,20,11,5"
8988824655,False,"109,71,105,93,2","6,74,104,101,7"
8988824654,False,"74,54,13,85,86","53,90,100,62,20"
8988824653,False,"62,101,98,25,14","128,11,86,58,92"
8988824634,True,"92,62,11,84,70","44,97,7,30,113"
8988824599,False,"21,101,41,53,11","126,36,119,12,25"
8988824532,False,"111,89,100,9,69","86,59,64,112,102"
8988824518,True,"87,21,137,11,74","1,128,110,9,96"
8988824507,True,"84,5,110,35,44","86,42,53,11,71"
8988824482,False,"26,73,37,35,18","36,6,84,43,99"
8988824481,True,"39,85,114,86,101","5,8,84,108,17"
8988824475,False,"138,87,81,34,31","30,107,75,32,25"
8988824459,False,"28,40,8,86,71","9,52,75,2,54"
8988824441,True,"40,57,22,8,64","9,25,26,48,16"
8988824437,False,"86,95,80,73,41","105,68,129,31,12"
8988824429,False,"98,58,97,15,21","25,50,14,79,44"
8988824389,True,"41,100,17,93,112","71,36,5,6,90"
8988824340,True,"22,30,14,137,11","97,100,74,63,86"
8988824335,True,"55,74,28,100,11","20,93,131,108,26"
8988824331,True,"14,8,114,138,87","135,59,53,44,26"
8988824314,True,"45,12,97,53,14","93,83,36,88,39"
8988824279,True,"86,12,30,138,19","38,78,5,137,74"
8988824218,True,"63,14,25,84,69","9,82,67,30,55"
8988824191,False,"21,15,11,111,4","114,64,93,123,25"
8988824190,False,"57,31,36,18,3","92,101,90,59,138"
8988824108,True,"11,106,20,85,88","84,30,112,16,53"
8988824100,False,"74,53,5,93,97","47,40,58,9,11"
8988824096,True,"92,53,135,35,123","70,31,27,69,59"
8988824089,True,"62,33,86,41,137","56,69,126,108,5"
